Gender,Age stand,Study stand,Learning mode,Social stand,Attendance stand,Cohabitants,Previous SGPA stand,Current CPGA stand,Family income stand
Male,21,3.0,Offline,2.0,78.0,Family,2.56,3.66,115000
Female,19,1.0,Online,5.0,100.0,Family,2.67,3.78,115000
Female,20,2.0,Offline,1.0,41.0,Bachelor,2.56,3.61,116000
Male,25,2.0,Offline,2.0,86.0,Bachelor,2.67,3.75,117000
Male,20,3.0,Offline,2.0,100.0,Bachelor,2.46,3.55,120000
Male,24,1.0,Offline,3.0,83.0,Family,1.44,2.65,123000
Female,24,3.0,Offline,1.0,100.0,Bachelor,2.53,3.62,128000
Female,25,2.0,Offline,5.0,100.0,Family,2.79,3.88,130000
Female,20,3.0,Offline,3.0,100.0,Family,2.75,3.82,130000
Male,21,1.0,Offline,2.0,100.0,Family,1.68,2.73,130000
Female,20,4.0,Online,2.0,77.0,Family,1.67,2.77,130000
Male,20,2.0,Offline,3.0,84.0,Bachelor,1.76,2.8,134000
Female,25,4.0,Online,4.0,100.0,Bachelor,2.88,3.9,135000
Male,20,2.0,Offline,3.0,100.0,Bachelor,2.54,3.61,135000
Female,22,4.0,Offline,1.0,100.0,Family,1.76,2.82,135000
Male,21,3.0,Offline,2.0,100.0,Family,2.54,3.64,135000
Male,25,3.0,Offline,2.0,100.0,Family,1.54,2.68,144000
Female,21,2.0,Offline,2.0,35.0,Bachelor,1.46,2.5,144000
Male,22,6.0,Offline,7.0,100.0,Family,2.91,3.97,150000
Female,20,3.0,Online,3.0,100.0,Bachelor,1.8,2.89,155000
Female,20,5.0,Offline,3.0,100.0,Bachelor,2.78,3.8,158000
Female,21,3.0,Offline,8.0,67.0,Family,1.65,2.56,165000
Female,22,2.0,Offline,4.0,100.0,Family,2.32,3.87,170000
Female,25,3.0,Online,1.0,35.0,Bachelor,1.57,2.63,170000
Female,20,3.0,Offline,3.0,100.0,Family,2.85,3.93,190000
Male,21,3.0,Offline,1.0,68.0,Family,2.74,3.84,190000
Female,22,3.0,Offline,7.0,100.0,Bachelor,2.13,3.03,235000
Female,20,6.0,Offline,1.0,100.0,Family,2.91,3.91,250000
Female,25,3.0,Offline,2.0,100.0,Bachelor,1.43,2.49,255000
Male,25,2.0,Offline,5.0,86.0,Family,1.98,2.89,300000
Male,23,1.0,Offline,5.0,100.0,Family,2.91,3.89,10000
Female,22,2.0,Offline,3.0,95.0,Family,2.5,3.48,25000
Female,21,5.0,Offline,5.0,100.0,Family,2.85,3.65,25000
Female,24,5.0,Offline,6.0,90.0,Family,2.2,3.5,28000
Male,25,3.0,Online,5.0,99.0,Bachelor,2.48,3.48,30000
Female,23,4.0,Offline,3.0,98.0,Bachelor,2.87,3.93,30000
Male,22,2.0,Offline,4.0,99.0,Family,2.56,3.35,30000
Female,20,4.0,Offline,7.0,100.0,Family,2.31,3.45,30000
Male,25,3.0,Offline,3.0,100.0,Family,2.45,3.56,32000
Female,19,4.0,Online,5.0,90.0,Family,2.09,3.34,34000
Female,20,2.0,Online,3.0,72.0,Family,2.67,3.77,37000
Male,21,1.0,Offline,3.0,42.0,Bachelor,1.89,2.97,37000
Female,20,2.0,Online,3.0,68.0,Family,2.67,3.74,38000
Female,22,2.0,Offline,2.0,47.0,Bachelor,2.74,3.8,39000
Female,22,3.0,Online,8.0,90.0,Family,1.61,2.88,40000
Female,24,4.0,Offline,2.0,86.0,Bachelor,2.54,3.63,40000
Male,21,2.0,Offline,3.0,79.0,Bachelor,1.46,2.55,40000
Male,20,2.0,Offline,2.0,100.0,Bachelor,2.65,3.79,40000
Female,21,3.0,Online,3.0,46.0,Bachelor,1.88,2.92,42000
Female,21,2.0,Offline,3.0,78.0,Family,2.77,3.8,42000
Male,20,4.0,Online,6.0,90.0,Bachelor,1.98,2.97,45000
Male,22,2.0,Online,3.0,23.0,Bachelor,1.81,2.88,45000
Female,20,2.0,Offline,3.0,55.0,Bachelor,2.87,3.9,46000
Male,20,1.0,Offline,4.0,100.0,Family,1.76,2.67,46000
Female,21,3.0,Offline,2.0,32.0,Bachelor,2.34,3.4,47000
Female,20,5.0,Offline,5.0,100.0,Bachelor,2.07,3.28,48000
Male,23,2.0,Online,2.0,89.0,Family,2.45,3.51,48000
Male,20,1.0,Offline,3.0,68.0,Bachelor,2.66,3.79,48000
Female,23,5.0,Offline,2.0,100.0,Family,2.77,3.85,49000
Female,21,5.0,Online,3.0,100.0,Family,2.63,3.7,49000
Male,23,3.0,Online,2.0,80.0,Family,2.81,3.79,50000
Female,21,2.0,Offline,3.0,100.0,Family,2.44,3.44,50000
Male,23,1.0,Online,5.0,70.0,Family,2.5,3.22,50000
Female,21,5.0,Offline,6.0,100.0,Family,2.55,3.8,50000
Female,20,3.0,Offline,5.0,100.0,Family,2.22,3.35,50000
Female,20,3.0,Offline,3.0,100.0,Family,2.56,3.64,53000
Female,23,3.0,Offline,7.0,100.0,Family,1.99,3.0,55000
Female,24,3.0,Offline,2.0,34.0,Family,1.56,2.62,55000
Female,21,4.0,Offline,2.0,79.0,Bachelor,2.67,3.77,55000
Female,20,4.0,Offline,6.0,100.0,Family,2.31,3.44,55000
Male,24,2.0,Offline,3.0,76.0,Family,1.26,2.37,56000
Female,25,1.0,Online,4.0,66.0,Family,1.55,2.78,57000
Female,20,2.0,Offline,2.0,100.0,Bachelor,2.64,3.71,59000
Male,20,1.0,Offline,2.0,100.0,Bachelor,2.76,3.81,59000
Male,25,4.0,Offline,7.0,88.0,Bachelor,1.62,2.45,60000
Female,23,2.0,Online,4.0,80.0,Family,2.88,3.6,60
Female,23,3.0,Offline,6.0,90.0,Family,2.61,3.57,60000
Female,23,1.0,Offline,2.0,100.0,Family,2.85,3.79,60000
Male,23,1.0,Offline,10.0,100.0,Family,2.19,3.7,60000
Female,22,5.0,Offline,4.0,60.0,Bachelor,1.9,2.81,60000
Female,21,5.0,Online,7.0,75.0,Bachelor,1.89,3.08,60000
Female,21,6.0,Offline,10.0,100.0,Bachelor,2.77,3.81,60000
Male,22,1.0,Offline,8.0,95.0,Family,1.4,2.95,60000
Female,20,5.0,Offline,4.0,50.0,Bachelor,1.76,2.87,60000
Female,20,5.0,Offline,2.0,100.0,Family,2.66,3.83,60000
Male,20,2.0,Offline,2.0,35.0,Family,1.56,2.62,62000
Female,20,3.0,Offline,3.0,100.0,Family,2.87,3.91,62000
Male,24,2.0,Offline,7.0,87.0,Bachelor,2.09,3.23,64000
Female,20,4.0,Online,2.0,86.0,Bachelor,1.56,2.66,64000
Female,21,7.0,Offline,3.0,100.0,Family,2.78,3.89,65000
Male,20,1.0,Offline,2.0,67.0,Family,2.45,3.51,65000
Female,19,3.0,Offline,3.0,95.0,Bachelor,2.78,3.89,65000
Male,24,5.0,Offline,3.0,100.0,Bachelor,1.67,2.73,66000
Male,22,2.0,Offline,9.0,100.0,Bachelor,1.55,2.68,66000
Female,19,2.0,Online,10.0,77.0,Family,1.87,2.88,66000
Male,21,4.0,Offline,2.0,85.0,Bachelor,1.56,2.63,66000
Female,23,2.0,Online,6.0,100.0,Family,2.7,3.5,67000
Female,20,2.0,Offline,2.0,89.0,Family,2.76,3.8,67000
Male,22,2.0,Offline,3.0,68.0,Bachelor,1.45,2.56,67000
Male,20,5.0,Online,6.0,90.0,Family,1.55,2.76,68000
Male,20,2.0,Offline,2.0,87.0,Bachelor,2.67,3.73,68000
Female,21,2.0,Offline,3.0,86.0,Bachelor,2.86,3.9,68000
Female,22,4.0,Offline,2.0,80.0,Family,2.03,3.25,70000
Female,22,4.0,Offline,7.0,95.0,Family,2.31,3.65,70000
Female,22,4.0,Offline,3.0,100.0,Bachelor,2.66,3.78,70000
Female,20,6.0,Online,3.0,100.0,Family,2.11,3.26,70000
Male,19,3.0,Offline,3.0,100.0,Family,1.67,2.7,70000
Male,23,3.0,Offline,5.0,97.0,Bachelor,2.4,3.44,71000
Female,21,3.0,Online,10.0,30.0,Family,1.55,2.81,73000
Female,20,5.0,Online,9.0,90.0,Bachelor,2.55,3.59,73000
Male,20,1.0,Offline,3.0,87.0,Family,2.45,3.56,74000
Male,21,6.0,Offline,2.0,100.0,Bachelor,2.77,3.87,75000
Female,20,3.0,Offline,3.0,100.0,Bachelor,2.53,3.6,75000
Female,19,3.0,Online,3.0,43.0,Bachelor,1.65,2.71,75000
Female,19,3.0,Online,9.0,70.0,Bachelor,2.32,3.68,77000
Female,20,1.0,Offline,2.0,76.0,Family,2.61,3.7,77000
Male,20,2.0,Online,3.0,54.0,Family,1.55,2.61,77000
Male,19,4.0,Online,8.0,100.0,Family,2.23,3.67,77000
Male,25,1.0,Online,3.0,60.0,Bachelor,2.45,3.34,78000
Female,22,1.0,Online,3.0,90.0,Family,2.11,3.56,78000
Male,24,3.0,Offline,5.0,77.0,Bachelor,1.59,2.62,78000
Male,25,5.0,Offline,3.0,100.0,Family,2.56,3.67,78000
Male,20,6.0,Online,3.0,100.0,Bachelor,2.76,3.77,78000
Male,21,2.0,Offline,3.0,100.0,Bachelor,2.76,3.8,78000
Male,20,3.0,Offline,2.0,100.0,Bachelor,2.61,3.7,79000
Female,20,1.0,Offline,3.0,100.0,Family,2.75,3.86,79000
Male,21,2.0,Offline,3.0,90.0,Family,1.98,3.201095977596741,80000
Male,20,6.0,Offline,3.0,100.0,Family,2.77,3.87,80000
Male,21,2.0,Offline,5.0,78.0,Family,1.79,2.82,80000
Female,21,3.0,Online,2.0,100.0,Bachelor,1.88,2.91,80000
Male,21,3.0,Online,7.0,71.0,Bachelor,2.38,3.49,81000
Male,20,4.0,Online,5.0,100.0,Bachelor,2.08,3.21,83000
Female,21,5.0,Online,7.0,70.0,Family,1.89,3.4,86000
Male,20,2.0,Online,5.0,31.0,Family,1.21,2.47,87000
Male,20,3.0,Offline,6.0,60.0,Bachelor,1.81,2.86,87000
Male,20,5.0,Offline,8.0,100.0,Bachelor,2.45,3.68,87000
Male,25,2.0,Offline,2.0,100.0,Family,1.56,2.66,88000
Female,25,3.0,Offline,3.0,100.0,Bachelor,1.6,2.68,88000
Female,20,3.0,Online,3.0,56.0,Bachelor,1.81,2.89,88000
Female,20,3.0,Offline,2.0,100.0,Family,1.76,2.81,88000
Female,21,2.0,Offline,2.0,86.0,Bachelor,1.57,2.65,89000
Male,24,3.0,Offline,5.0,100.0,Bachelor,2.05,3.45,90000
Male,20,3.0,Offline,1.0,67.0,Family,2.38,3.47,90000
Female,20,2.0,Offline,2.0,100.0,Family,2.67,3.73,90000
Male,22,3.0,Offline,2.0,100.0,Bachelor,1.56,2.67,90000
Male,24,3.0,Online,2.0,70.0,Family,1.89,3.18,95000
Female,20,4.0,Offline,6.0,100.0,Family,2.76,3.88,95000
Male,20,5.0,Offline,2.0,76.0,Bachelor,2.7,3.87,97000
Male,20,1.0,Online,2.0,78.0,Family,1.81,2.84,98000
Male,24,2.0,Offline,8.0,98.0,Family,2.53,3.36,100000
Female,23,2.0,Offline,7.0,90.0,Bachelor,2.54,3.57,100000
Female,22,4.0,Offline,4.0,80.0,Family,2.45,3.5,100000
Female,21,8.0,Offline,2.0,100.0,Family,2.91,4.0,100000
Male,20,1.0,Offline,2.0,54.0,Family,2.67,3.77,100000
Female,22,5.0,Offline,8.0,77.0,Bachelor,2.33,3.88,110000
Male,24,1.0,Online,3.0,100.0,Family,2.87,3.91,110000
Female,20,4.0,Online,9.0,100.0,Bachelor,2.09,3.23,110000
Female,25,3.0,Online,3.0,77.0,Family,1.67,2.73,112000
Female,20,1.0,Online,10.0,45.0,Family,1.15,2.39,112000
Female,21,2.0,Offline,3.0,100.0,Family,2.56,3.64,113000
Male,20,3.0,Offline,3.0,100.0,Bachelor,1.99,2.94,120000
Female,19,6.0,Offline,4.0,100.0,Bachelor,2.78,3.8,120000
Male,20,3.0,Offline,3.0,100.0,Bachelor,1.46,2.51,122000
Male,20,2.0,Offline,2.0,64.0,Bachelor,2.67,3.78,127000
Male,21,5.0,Online,7.0,100.0,Bachelor,2.32,3.78,130000
Female,21,4.0,Offline,7.0,79.0,Family,2.22,3.41,133000
Female,20,4.0,Offline,7.0,80.0,Bachelor,1.88,2.97,140000
Male,20,2.0,Online,3.0,73.0,Bachelor,1.45,2.52,140000
Male,25,3.0,Offline,2.0,87.0,Family,1.54,2.62,144000
Male,20,3.0,Offline,3.0,100.0,Family,2.78,3.86,145000
Male,21,2.0,Offline,3.0,80.0,Bachelor,2.1,3.41,150000
Male,24,2.0,Offline,2.0,100.0,Family,2.57,3.63,150000
Female,19,5.0,Offline,4.0,100.0,Family,2.44,3.59,155000
Male,23,3.0,Online,2.0,78.0,Family,1.67,2.77,160000
Female,21,3.0,Online,5.0,100.0,Bachelor,1.55,2.61,165000
Female,20,2.0,Offline,2.0,100.0,Family,2.34,3.42,165000
Male,20,2.0,Offline,6.0,80.0,Family,1.54,2.95,169000
Male,21,4.0,Offline,5.0,70.0,Family,2.0,3.03,170000
Female,21,2.0,Online,10.0,50.0,Family,1.35,2.66,200000
Female,20,6.0,Offline,3.0,100.0,Family,2.64,3.34,200000
Female,22,3.0,Offline,8.0,50.0,Bachelor,1.7,3.0,200000
Female,22,3.0,Online,7.0,88.0,Family,2.9,3.93,200000
Female,21,5.0,Offline,6.0,80.0,Bachelor,1.9,3.1,200000
Male,22,3.0,Offline,9.0,75.0,Bachelor,2.01,3.08,250000
Female,20,5.0,Offline,2.0,100.0,Family,2.33,3.89,277000
Male,20,6.0,Online,4.0,70.0,Family,1.6,2.9,20000
Male,23,4.0,Online,3.0,96.0,Family,2.67,3.4,30000
Male,21,2.0,Online,1.0,95.0,Bachelor,1.05,2.8,30
Female,21,2.0,Offline,3.0,100.0,Bachelor,1.47,2.54,32000
Male,23,7.0,Offline,1.0,100.0,Bachelor,1.58,1.42,35000
Male,23,6.0,Offline,4.0,90.0,Bachelor,2.45,2.39,35000
Male,19,3.0,Online,2.0,89.0,Family,1.87,2.8,35000
Male,21,3.0,Online,8.0,70.0,Family,2.33,3.47,37000
Male,24,1.0,Offline,2.0,100.0,Bachelor,2.9,3.92,37000
Female,19,3.0,Offline,5.0,60.0,Bachelor,1.78,2.63,37000
Female,21,4.0,Offline,7.0,100.0,Family,2.77,3.91,38000
Female,22,4.0,Offline,5.0,100.0,Family,1.98,3.03,39000
Male,23,5.0,Online,11.0,35.0,Bachelor,1.43,2.65,40000
Male,20,5.0,Offline,3.0,100.0,Family,2.77,3.96,42000
Female,20,2.0,Online,3.0,43.0,Family,2.81,3.9,43000
Female,21,3.0,Online,3.0,70.0,Bachelor,2.1,3.2,45000
Female,25,2.0,Offline,2.0,67.0,Bachelor,1.87,2.92,45000
Female,22,1.0,Offline,7.0,100.0,Family,2.58,3.74,45000
Female,22,3.0,Offline,7.0,80.0,Bachelor,1.77,2.82,45000
Male,24,3.0,Offline,7.0,88.0,Family,2.16,3.33,46000
Female,23,1.0,Offline,2.0,100.0,Family,2.53,3.81,50000
Male,23,3.0,Offline,3.0,98.0,Family,2.75,3.64,50000
Female,20,3.0,Online,7.0,70.0,Family,2.01,3.15,50000
Female,20,6.0,Online,3.0,76.0,Family,2.77,3.8,50000
Female,22,3.0,Online,11.0,80.0,Bachelor,2.04,3.16,51000
Male,20,5.0,Online,4.0,55.0,Family,2.01,3.13,51000
Female,20,3.0,Online,3.0,24.0,Bachelor,1.87,2.93,52000
Male,24,6.0,Offline,3.0,100.0,Family,2.02,3.11,53000
Male,21,4.0,Offline,6.0,70.0,Bachelor,1.98,2.97,53000
Male,21,3.0,Online,5.0,100.0,Family,2.56,3.79,55000
Male,23,3.0,Online,2.0,100.0,Family,1.54,2.66,55000
Male,23,3.0,Offline,1.0,100.0,Bachelor,1.56,2.65,55000
Female,20,3.0,Offline,3.0,30.0,Family,1.88,2.98,55000
Male,22,1.0,Offline,2.0,100.0,Bachelor,2.76,3.8,55000
Female,20,3.0,Offline,2.0,85.0,Bachelor,1.56,2.97,55000
Female,21,1.0,Online,9.0,57.0,Bachelor,1.24,2.35,56000
Female,21,5.0,Online,4.0,90.0,Family,1.95,2.92,58000
Female,21,1.0,Offline,2.0,50.0,Family,1.65,2.7,59000
Female,24,3.0,Online,8.0,89.0,Family,1.11,2.35,60000
Female,24,1.0,Offline,8.0,70.0,Bachelor,1.71,2.82,60000
Male,23,4.0,Online,5.0,95.0,Bachelor,1.33,2.99,60000
Female,20,2.0,Offline,3.0,100.0,Bachelor,2.56,3.63,60000
Male,22,4.0,Offline,3.0,100.0,Bachelor,2.81,3.97,60000
Female,21,2.0,Offline,1.0,100.0,Bachelor,2.73,3.81,61000
Female,19,7.0,Offline,3.0,89.0,Family,1.88,2.9,64000
Male,23,2.0,Online,3.0,90.0,Family,2.33,3.68,65000
Male,24,3.0,Online,5.0,100.0,Bachelor,2.22,3.45,66000
Male,20,2.0,Offline,3.0,45.0,Bachelor,1.45,2.53,66000
Female,20,4.0,Online,3.0,100.0,Bachelor,1.76,2.82,66000
Female,20,5.0,Offline,3.0,100.0,Family,2.66,3.79,67000
Female,25,2.0,Offline,2.0,43.0,Bachelor,2.55,3.6,68000
Female,21,4.0,Offline,3.0,87.0,Family,2.71,3.78,68000
Female,20,3.0,Offline,8.0,88.0,Bachelor,2.22,3.19,68000
Male,21,1.0,Online,7.0,80.0,Bachelor,1.95,2.88,68000
Female,22,2.0,Online,1.0,100.0,Family,2.77,3.56,70000
Male,21,7.0,Offline,2.0,100.0,Bachelor,2.75,3.93,70000
Female,21,6.0,Offline,6.0,100.0,Bachelor,2.61,3.78,70000
Female,22,6.0,Online,4.0,30.0,Family,1.35,2.65,70000
Male,20,1.0,Offline,2.0,87.0,Bachelor,2.44,3.56,70000
Female,20,4.0,Offline,2.0,100.0,Bachelor,1.56,2.64,70000
Female,20,3.0,Offline,2.0,100.0,Bachelor,1.76,2.84,70000
Female,20,5.0,Offline,6.0,70.0,Family,1.9,3.13,71000
Male,21,4.0,Offline,6.0,100.0,Family,1.99,3.05,71000
Female,21,1.0,Offline,2.0,56.0,Family,2.43,3.55,71000
Female,23,5.0,Offline,2.0,91.0,Bachelor,1.67,2.74,74000
Female,20,4.0,Offline,2.0,100.0,Family,2.78,3.83,74000
Male,22,3.0,Offline,6.0,100.0,Bachelor,1.81,2.95,75000
Male,20,7.0,Offline,2.0,100.0,Family,2.91,3.97,75000
Male,19,3.0,Online,5.0,100.0,Bachelor,2.65,3.57,75000
Male,24,4.0,Online,6.0,77.0,Family,2.23,3.65,76000
Female,21,3.0,Online,6.0,86.0,Family,2.13,3.28,77000
Male,23,5.0,Offline,5.0,100.0,Family,2.66,3.85,77000
Female,20,3.0,Online,3.0,100.0,Family,2.87,3.9,77000
Female,20,2.0,Online,3.0,67.0,Bachelor,2.65,3.75,77000
Female,22,2.0,Online,1.0,100.0,Family,1.38,2.51,77000
Male,25,5.0,Online,12.0,100.0,Family,2.19,3.45,78000
Female,20,3.0,Offline,6.0,80.0,Family,2.11,3.46,78000
Female,25,1.0,Offline,2.0,67.0,Family,1.78,2.8,78000
Female,19,3.0,Offline,5.0,100.0,Bachelor,2.45,3.76,78000
Male,20,2.0,Offline,2.0,100.0,Family,2.67,3.7,79000
Male,21,3.0,Online,2.0,100.0,Family,2.61,3.77,79000
Female,25,6.0,Online,6.0,80.0,Family,1.61,2.81,80000
Male,23,1.0,Offline,5.0,100.0,Bachelor,2.89,3.89,80000
Female,20,2.0,Offline,3.0,100.0,Family,1.68,2.71,80000
Male,20,1.0,Offline,3.0,100.0,Bachelor,1.63,2.7,80000
Male,20,2.0,Offline,2.0,95.0,Family,1.56,2.64,80000
Male,20,4.0,Offline,2.0,100.0,Bachelor,2.75,3.8,81000
Male,22,6.0,Offline,3.0,100.0,Family,2.56,3.95,85000
Female,22,2.0,Offline,1.0,100.0,Family,2.56,3.66,86000
Male,24,5.0,Offline,3.0,89.0,Bachelor,1.76,2.89,87000
Male,23,2.0,Offline,3.0,79.0,Bachelor,2.87,3.91,88000
Male,20,3.0,Offline,2.0,50.0,Bachelor,1.56,2.63,88000
Male,21,2.0,Offline,4.0,100.0,Bachelor,2.57,3.88,89000
Female,20,3.0,Offline,1.0,100.0,Bachelor,2.55,3.6,89000
Female,19,5.0,Offline,4.0,100.0,Family,2.56,3.89,89000
Male,24,6.0,Online,2.0,100.0,Family,2.87,3.94,90000
Female,24,1.0,Offline,5.0,100.0,Bachelor,2.48,3.78,90000
Male,24,1.0,Offline,10.0,90.0,Bachelor,1.35,2.65,90000
Male,22,5.0,Online,8.0,100.0,Family,1.56,2.98,90000
Female,20,4.0,Offline,4.0,65.0,Family,1.66,2.45,90000
Male,20,2.0,Offline,3.0,100.0,Family,1.86,2.91,93000
Female,19,4.0,Offline,3.0,100.0,Bachelor,2.77,3.83,95000
Female,21,1.0,Offline,3.0,53.0,Bachelor,2.81,3.9,95000
Female,21,2.0,Offline,3.0,100.0,Family,2.75,3.81,96000
Male,25,5.0,Offline,3.0,67.0,Bachelor,1.56,2.63,97000
Male,23,2.0,Offline,6.0,100.0,Family,2.91,3.98,97000
Male,21,2.0,Offline,2.0,54.0,Family,1.54,2.63,97000
Female,22,8.0,Online,10.0,70.0,Family,2.9,3.88,100000
Male,21,3.0,Offline,3.0,56.0,Family,2.67,3.75,100000
Male,20,4.0,Online,5.0,100.0,Family,2.33,3.45,100000
Female,24,3.0,Offline,3.0,68.0,Bachelor,2.76,3.56,110000
Male,21,5.0,Online,9.0,60.0,Bachelor,1.23,2.76,110000
Female,22,2.0,Online,3.0,55.0,Family,2.35,3.48,116000
Male,22,4.0,Offline,3.0,76.0,Family,1.34,2.48,117000
Female,25,6.0,Offline,3.0,90.0,Family,2.07,3.12,119000
Male,20,4.0,Online,2.0,100.0,Bachelor,2.56,3.6,120000
Female,21,3.0,Offline,2.0,63.0,Family,1.77,2.8,120000
Female,20,3.0,Offline,3.0,66.0,Bachelor,2.67,3.77,120000
Female,22,2.0,Offline,3.0,100.0,Bachelor,1.86,2.93,121000
Male,20,1.0,Offline,3.0,100.0,Bachelor,1.87,2.94,121000
Male,20,2.0,Online,9.0,80.0,Family,1.22,2.78,130000
Female,21,3.0,Offline,2.0,100.0,Bachelor,1.4,2.54,130000
Female,20,3.0,Online,1.0,100.0,Family,1.78,2.83,135000
Male,20,4.0,Offline,3.0,78.0,Family,1.77,2.85,136000
Male,22,5.0,Offline,5.0,100.0,Family,2.55,3.66,137000
Male,20,1.0,Offline,2.0,100.0,Bachelor,2.65,3.88,140000
Female,25,5.0,Offline,3.0,35.0,Bachelor,2.81,3.9,144000
Female,20,2.0,Offline,3.0,100.0,Family,2.34,3.44,167000
Male,20,2.0,Offline,3.0,87.0,Family,2.35,3.43,170000
Female,20,1.0,Online,2.0,46.0,Bachelor,2.65,3.77,180000
Male,23,4.0,Offline,4.0,100.0,Bachelor,2.5,2.22,200000
Male,22,3.0,Offline,2.0,100.0,Family,1.56,2.78,200000
Female,25,5.0,Offline,3.0,100.0,Bachelor,1.4,2.52,210000
Female,23,3.0,Online,5.0,100.0,Bachelor,1.34,2.88,250000
